Total Visits,Population,MedianIncome,MedianAge,Family,Nonfamily,Householdsize0,Householdsize2,Pop Age 15+: Married,Pop Age 15+: Nevermarried,Pop Age 15+: Divorced,Pop Age 25+: Bachelor's Degree,Pop Age 25 Grad Professional,Adult,Blackpop,Whitepop,Hispanicpop,Mobility,PopulationGrowthRate,Personal Crime Index (AGS),Motor Vehicle Theft Aggregate (AGS),AREA,POP_C,Population_Density,Female_density,GDP,Is_Florida,Is_Tennessee,Is_Alabama,TJ.Maxx,Marshalls,HomeGoods,Total_competing_store_count_3m,Total_competing_store_visits_3m,Lowe's_3m,The Home Depot_3m,Walmart_3m,Burlington_3m,Kohl's_3m,Ross Dress for Less_3m,Lowe's_visits_3m,The Home Depot_visits_3m,Walmart_visits_3m,Burlington_visits_3m,Kohl's_visits_3m,Ross Dress for Less_visits_3m,Total_competing_store_count1,Total_competing_store_visits1,Lowe's_1m,The Home Depot_1m,Burlington_1m,Kohl's_1m,Ross Dress for Less_1m,Lowe's_visits_1m,The Home Depot_visits_1m,Burlington_visits_1m,Kohl's_visits_1m,Ross Dress for Less_visits_1m,Total_grocery_store_count,Total_grocery_store_visits,Aldi's_3m,Publix_3m,The Fresh Market_3m,Whole Foods Market_3m,Winn-Dixie_3m,Aldi's_visits_3m,Publix_visits_3m,The Fresh Market_visits_3m,Whole Foods Market_visits_3m,Winn-Dixie_visits_3m,num_star,tjmaxx_3m,Marshalls_3m,Homegoods_3m,tjmaxx_visits_3m,Marshalls_visits_3m,Homegoods_visits_3m
1134979,5568,69224,32.1,1308,270,161,443,1858,1661,394,995,284,3898,271,4286,3461,5499,0.33,135,1431820,1.90290799,5562,2926.047938,0.536099138,140522662,1,0,0,1,0,0,7,5467022,1,3,1,0,0,2,653898,3511183,294561,0,0,1007380,1,500092,0,0,0,0,1,0,0,0,0,500092,9,6823844,2,7,0,0,0,950022,5873822,0,0,0,1,0,1,0,0,483807,0
827305,11001,94229,39.3,2950,1169,973,1269,5515,2328,592,1966,1971,8374,626,8460,504,10899,0.91,39,312576,12.49370238,12048,880.5236163,0.528315608,12653895,1,0,0,1,0,0,1,744403,0,1,0,0,0,0,0,744403,0,0,0,0,1,744403,0,1,0,0,0,0,744403,0,0,0,5,3763824,0,4,1,0,0,0,3482123,281701,0,0,1,0,0,0,0,0,0
817421,4079,41510,33.6,983,794,604,424,1143,1371,591,412,140,2989,1045,2483,408,4013,-0.29,170,452452,1.89144163,4016,2156.556108,0.511399853,14144123,1,0,0,1,0,0,7,5102355,1,1,1,1,1,2,769381,648457,282514,2489050,419942,493011,1,282514,0,0,0,0,0,0,0,0,0,0,6,4164705,0,2,1,0,2,0,2032278,675316,0,741829,0,0,1,0,0,277451,0
802937,4809,95652,41.3,1292,129,185,580,2413,1206,121,926,394,3710,1240,2565,849,4750,-0.21,9,66654,1.13417231,4793,4240.096463,0.543980037,75792930,1,0,0,1,0,0,3,3174103,0,1,0,1,0,1,0,1244925,0,1552577,0,376601,2,1621526,0,1,0,0,1,0,1244925,0,0,376601,11,7427828,2,6,0,0,1,680423,4696322,0,0,713399,0,0,1,0,0,302981,0
768982,3109,78851,37.5,398,1214,337,234,740,1755,209,848,317,2787,846,1907,1914,3046,-0.16,127,661960,0.59145573,3464,5256.521904,0.513991637,83705113,1,0,0,1,0,0,6,6116494,1,1,1,1,1,1,769102,882114,282191,2999672,469315,714100,5,3116822,1,1,0,1,1,769102,882114,0,469315,714100,6,3237414,2,2,0,0,1,321943,1787405,0,0,322481,2,0,0,0,0,0,0
697556,6817,106345,39.9,1819,667,176,1007,3229,1913,615,1656,718,5521,1089,4279,3054,6786,8.01,116,1429736,5.65193008,8296,1206.136648,0.506967874,95048259,1,0,0,1,0,0,4,4040276,0,1,1,1,0,1,0,822186,770927,2015410,0,431753,4,4040276,0,1,1,0,1,0,822186,2015410,0,431753,7,4766619,1,4,1,0,1,321452,3537720,355692,0,551755,2,0,1,1,0,548214,348545
673708,4900,72614,43.1,1153,1241,359,594,1969,1342,642,616,368,3979,761,2520,1786,4861,0.98,110,471954,0.94625381,4391,5178.314685,0.594897959,20452076,1,0,0,1,0,0,3,1451598,0,1,0,0,1,1,0,899577,0,0,328047,223974,2,1123551,0,1,0,0,1,0,899577,0,0,223974,8,5049599,0,5,1,0,2,0,4068371,323129,0,658099,2,0,0,0,0,0,0
659108,1474,75795,71.3,415,434,551,68,804,162,178,291,374,1442,0,1461,10,1474,0.51,13,18590,0.77541765,1889,1900.911077,0.52917232,19267728,1,0,0,1,0,0,2,1055396,1,0,1,0,0,0,779499,0,275897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3347665,1,4,0,0,1,127727,2983934,0,0,236004,0,0,1,0,0,127309,0
629904,6838,93693,36.8,1807,1106,542,955,2835,1605,807,1712,901,5155,722,5308,238,6838,-0.09,83,422418,2.39474548,5886,2855.418272,0.483035975,13327769,1,0,0,1,0,0,2,1963800,1,1,0,0,0,0,951087,1012713,0,0,0,0,1,1012713,0,1,0,0,0,0,1012713,0,0,0,4,3545686,0,2,1,0,0,0,2393824,391313,0,0,1,0,0,1,0,0,335144
625093,5044,69500,46.8,1214,828,651,394,2057,1132,596,1114,441,4058,323,4359,135,4978,-0.2,14,80660,0.94857591,4433,5317.444758,0.553132435,45673601,1,0,0,1,0,0,5,4855844,1,1,0,1,1,1,734293,1044519,0,2151043,627180,298809,3,1660282,1,0,0,1,1,734293,0,0,627180,298809,11,8000846,1,5,1,1,1,338981,5249022,314702,1112705,106745,1,0,0,1,0,0,477152
596128,3515,116739,44.9,813,205,162,343,1391,988,610,555,187,2924,365,2868,3081,3515,-0.5,123,642800,0.50683588,3222,6935.183831,0.590327169,140522662,1,0,0,1,0,0,7,11068830,0,2,0,3,0,2,0,2989735,0,7072484,0,1006611,2,2690628,0,0,1,0,1,0,0,2300065,0,390563,11,10176882,1,7,0,0,2,464096,7382079,0,0,1428109,1,1,1,0,357749,175715,0
592478,3470,55679,60.5,799,854,897,222,1504,574,511,608,208,2924,237,2862,937,3438,-0.08,23,165522,1.51156649,3916,2295.631732,0.569740634,95048259,1,0,0,1,0,0,4,3986880,0,1,0,1,1,1,0,965613,0,2112448,507181,401638,1,401638,0,0,0,0,1,0,0,0,0,401638,9,6614416,1,6,0,0,1,297929,4906099,0,0,466128,2,0,1,0,0,396312,0
584261,4613,39233,50.8,1278,384,288,946,1081,1426,1575,157,185,4207,33,2599,4412,4613,-0.64,57,415028,0.49317537,3382,9353.670683,0.500108389,140522662,1,0,0,1,0,0,6,7080023,1,1,2,1,0,1,842397,1321462,1268576,3228991,0,418597,1,886591,0,0,0,0,0,0,0,0,0,0,5,5598062,0,4,0,0,0,0,4383133,0,0,0,1,0,1,0,0,622791,0
528605,3762,68750,35.4,756,950,407,458,911,1429,638,572,121,3048,630,2796,468,3717,-0.31,122,351900,0.74376497,3551,5058.049453,0.48856991,45673601,1,0,0,1,0,0,2,3280966,0,1,0,1,0,0,0,857836,0,2423130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5394327,1,4,0,0,2,113889,4007978,0,0,829954,2,0,1,1,0,279016,277716
505569,7023,77396,30.3,1871,621,507,1016,3165,1469,505,632,357,5203,46,6346,177,6790,1.01,78,260892,6.96837889,6973,1007.838424,0.469884665,4421093,1,0,0,1,0,0,3,4034592,1,1,0,1,0,0,793072,571208,0,2670312,0,0,3,4034592,1,1,1,0,0,793072,571208,2670312,0,0,2,1070657,0,1,0,0,1,0,740034,0,0,330623,2,0,0,0,0,0,0
502766,6690,71620,45,1771,1021,684,925,2880,1531,956,1060,396,5636,661,4530,919,6678,0,73,174455,1.87554056,7540,3566.971647,0.459342302,11158763,1,0,0,1,0,0,5,4567413,1,1,0,1,1,1,813075,540177,0,2418750,333095,462316,2,2958927,0,1,1,0,0,0,540177,2418750,0,0,5,3593704,0,3,0,0,2,0,2811557,0,0,782147,1,0,0,0,0,0,0
501134,6491,64021,41.6,1235,1399,903,751,2169,2026,877,739,609,5283,1356,4506,779,6371,0.12,69,528352,2.94598865,6765,2203.335033,0.510399014,25297584,1,0,0,1,0,0,5,5668373,1,1,1,1,0,1,864298,816827,658119,2885164,0,443965,3,1966382,1,0,0,0,1,864298,0,0,0,443965,5,3694595,1,3,0,0,1,285867,2992392,0,0,416336,2,0,0,0,0,0,0
488801,6034,82757,37.1,1627,836,828,647,2381,1210,610,953,432,4415,514,5107,455,5812,0.6,119,800819,2.8712798,4792,2101.501916,0.494862446,7692145,1,0,0,1,0,0,7,6549723,1,1,1,2,1,1,984745,954127,237934,3717194,286737,368986,4,3774307,1,1,1,0,1,984745,954127,1466449,0,368986,3,2528353,0,2,0,0,1,0,2131054,0,0,397299,0,0,0,1,0,0,436436
487096,4986,42021,40.4,987,179,242,290,1272,1977,530,283,78,3707,383,3979,4413,4982,2.29,208,676374,0.7160083,4791,6963.606427,0.455475331,140522662,1,0,0,1,0,0,6,6924731,1,1,0,2,1,1,656538,1129082,0,4242543,321619,574949,3,1553106,1,0,0,1,1,656538,0,0,321619,574949,7,5429137,1,3,0,0,1,296086,3553979,0,0,410546,1,0,1,0,0,414816,0
486906,3868,41173,36,516,388,204,222,932,1793,548,181,43,1943,698,2774,791,3850,-0.41,196,303392,2.93254307,4098,1318.99171,0.391158221,9597165,1,0,0,1,0,0,6,5429076,1,1,1,1,1,1,709218,992389,333372,2617882,420439,355776,3,3307030,0,0,1,0,1,0,0,2617882,0,355776,3,2123862,1,2,0,0,0,217756,1906106,0,0,0,2,0,1,1,0,394080,461838
483380,3426,46515,28.8,662,717,155,333,1009,1380,239,445,147,2471,1101,1973,1078,3354,-0.03,193,664378,1.06364704,4677,3220.99331,0.539696439,83550687,1,0,0,1,0,0,6,5352867,1,1,1,1,1,1,567574,738641,470061,2548414,552378,475799,1,475799,0,0,0,0,1,0,0,0,0,475799,7,4386963,2,4,0,0,1,467862,3574433,0,0,344668,2,0,1,1,0,482310,413292
474058,3535,119375,63.9,1057,509,732,269,2052,693,286,839,529,3142,328,2998,181,3535,0.53,36,56910,3.05136772,3755,1158.496885,0.4854314,17555943,1,0,0,1,0,0,5,3064737,1,1,1,0,1,1,867257,1220389,250447,0,383506,343138,3,2430784,1,1,0,0,1,867257,1220389,0,0,343138,7,4448428,1,4,1,0,0,273493,3173622,203764,0,0,1,0,0,1,0,0,485955
471527,3550,69118,42.6,696,900,611,419,1128,923,680,741,449,2845,1132,2196,395,3480,0.92,205,996256,1.9897961,5097,1784.102401,0.515774648,75792930,1,0,0,1,0,0,7,5747125,1,1,1,2,0,2,483580,792691,371276,3453924,0,645654,2,1095045,0,1,0,0,1,0,792691,0,0,302354,6,4335625,1,4,0,1,0,300961,3147841,0,886823,0,2,0,0,1,0,0,339550
468333,4486,108654,32.1,1106,409,230,425,1754,1554,257,643,423,3492,605,2425,393,4369,-0.07,122,609412,1.37497301,4677,3262.609497,0.509808292,60529067,1,0,0,1,0,0,7,6334727,1,1,1,2,1,1,609760,896075,268309,3813010,405081,342492,3,2825854,0,0,1,1,1,0,0,2078281,405081,342492,8,4034069,0,2,1,0,3,0,1780342,334744,0,1134206,0,0,0,1,0,0,255909
462091,2250,85833,60.9,634,506,525,177,1227,503,281,550,395,2124,137,1959,124,2217,-0.21,57,214540,1.54326706,3198,1457.945976,0.507555556,29010141,1,0,0,1,0,0,4,3724651,1,1,0,1,0,1,743395,1059460,0,1663816,0,257980,2,1317440,0,1,0,0,1,0,1059460,0,0,257980,9,5124475,1,4,1,1,1,192245,3173713,327219,684502,257582,2,0,1,1,0,393505,339711
452901,3620,82028,43.2,1070,269,392,546,1929,630,228,536,408,2784,44,3019,553,3609,0.14,85,164369,4.16631078,4047,868.874213,0.481491713,25297584,1,0,0,1,0,0,2,2660913,1,0,0,1,0,0,640825,0,0,2020088,0,0,2,2660913,1,0,1,0,0,640825,0,2020088,0,0,4,2643057,1,3,0,0,0,276836,2366221,0,0,0,1,0,0,0,0,0,0
447977,4054,89398,50.1,1119,687,808,357,2064,838,394,877,287,3566,140,3254,532,4010,-0.24,33,122610,0.98019979,4098,4135.891521,0.462999507,45673601,1,0,0,1,0,0,6,5029501,1,1,1,1,1,1,601009,787471,309970,2645330,464864,220857,2,1097441,0,1,0,0,0,0,787471,0,0,0,11,5758192,1,5,0,0,4,253964,3985741,0,0,1293355,1,0,0,1,0,0,315668
440521,10946,44026,32.5,2115,1079,810,658,3756,3057,870,1333,529,7789,1198,5838,7855,10670,2.48,130,1354080,3.29822353,12839,3318.756264,0.503106158,9751770,1,0,0,1,0,0,10,6410622,1,2,1,1,1,4,669565,1568848,303897,2154848,451703,1261761,3,1596542,1,0,0,1,1,669565,0,0,451703,475274,5,3511838,0,3,1,0,0,0,2416298,259322,0,0,0,0,2,0,0,802098,0
437395,4041,34641,32.7,863,467,296,295,1151,1694,224,246,80,3011,1599,2132,2529,3955,-0.59,85,368682,0.56151665,4379,7196.580903,0.43355605,140522662,1,0,0,1,0,0,6,6523535,0,1,1,2,0,2,0,1410816,233534,4173959,0,705226,0,0,0,0,0,0,0,0,0,0,0,0,12,9329722,1,6,0,1,4,307173,5855134,0,1208356,1959059,1,1,1,0,358812,481957,0
436561,2230,68777,49,545,465,504,272,1132,255,293,394,186,1838,0,2184,3,2230,-0.07,92,179724,1.24430991,2455,1792.158032,0.602690583,24277041,1,0,0,1,0,0,3,3045116,0,1,0,1,0,1,0,963236,0,1784243,0,297637,2,1260873,0,1,0,0,1,0,963236,0,0,297637,3,2068301,1,2,0,0,0,92383,1975918,0,0,0,1,0,0,0,0,0,0
436022,5066,62540,55.2,1314,663,1071,198,2376,945,486,532,102,4016,401,4400,123,5066,0.37,54,56250,8.93432793,5546,567.0264221,0.487169364,3829030,1,0,0,1,0,0,2,3080817,1,0,0,1,0,0,836965,0,0,2243852,0,0,2,3080817,1,0,1,0,0,836965,0,2243852,0,0,2,1284592,0,1,0,0,1,0,947904,0,0,336688,0,0,0,0,0,0,0
433619,5631,178304,40.2,1449,772,366,747,2563,1279,313,1383,1309,4176,210,5100,455,5594,0.54,46,187737,1.24113613,5876,4536.972105,0.486414491,83550687,1,0,0,1,0,0,4,3875193,1,1,1,1,0,0,553783,981126,361344,1978940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6625014,0,5,1,0,1,0,3980774,471439,0,303621,1,0,1,0,0,331600,0
433588,6917,85645,56.8,2204,669,1159,735,4180,957,580,1509,706,5919,230,6021,765,6861,1.75,80,747072,8.92069892,8629,775.3876756,0.520456845,16551140,1,0,0,1,0,0,1,277610,0,0,0,0,0,1,0,0,0,0,0,277610,1,277610,0,0,0,0,1,0,0,0,0,277610,2,1977048,0,1,0,0,0,0,1340854,0,0,0,1,0,0,0,0,0,0
432420,1068,59028,53.5,258,122,142,138,493,215,128,105,47,867,0,1049,92,1015,18.31,137,203688,3.48605276,983,306.3636937,0.550561798,95048259,1,0,0,1,0,0,6,3185106,0,1,2,0,1,2,0,1589143,564964,0,348749,682250,3,2271619,0,1,0,0,1,0,1589143,0,0,366296,9,6704868,1,5,0,0,2,383014,4879932,0,0,677737,1,0,1,1,0,363170,339994
426394,4910,68370,35.9,1122,1042,382,811,1755,1649,563,800,339,4113,342,3772,2215,4897,0.63,103,737280,0.8665522,4936,5666.132981,0.564562118,83550687,1,0,0,1,0,0,6,3936740,1,1,0,1,1,2,753111,1098378,0,1174757,404724,505770,3,2605771,0,1,1,0,1,0,1098378,1174757,0,332636,10,5507326,1,5,1,1,1,182008,3837270,280584,554225,401345,1,0,0,1,0,0,396596
425778,5389,101300,66.8,1538,973,1331,399,2957,797,491,1201,1316,4522,115,4693,342,5389,0.47,50,178147,4.20023625,6171,1283.023068,0.542401188,14048289,1,0,0,1,0,0,3,1618269,0,1,0,0,1,1,0,858078,0,0,381637,378554,2,1236632,0,1,0,0,1,0,858078,0,0,378554,3,1743976,0,1,1,1,0,0,632409,281977,829590,0,5,0,1,1,0,436709,432976
424396,2332,132596,72.4,897,465,1051,87,1775,159,56,806,482,2309,0,2293,0,2332,1.29,57,190080,2.91680002,2763,799.5063028,0.524013722,29010141,1,0,0,1,0,0,3,2754569,1,0,0,1,0,1,655205,0,0,1932920,0,166444,1,166444,0,0,0,0,1,0,0,0,0,166444,3,1353764,0,2,0,0,0,0,1120521,0,0,0,2,0,0,0,0,0,0
422295,8416,78150,39.3,2427,440,554,967,4031,1929,753,1205,660,6587,427,7029,1366,8282,0.88,61,413200,10.90561922,7730,771.712255,0.483959125,12330615,1,0,0,1,0,0,2,2077996,0,0,0,1,0,1,0,0,0,1815314,0,262682,2,2077996,0,0,1,0,1,0,0,1815314,0,262682,2,1392972,0,1,0,0,1,0,945186,0,0,447786,0,0,0,0,0,0,0
420282,6405,53933,39.5,1175,1377,932,524,1883,1796,1054,794,331,4533,1074,4829,1293,6344,0.42,91,343758,2.48165246,6317,2580.941571,0.457923497,7009099,1,0,0,1,0,0,3,3733032,1,1,0,1,0,0,559980,962729,0,2210323,0,0,1,962729,0,1,0,0,0,0,962729,0,0,0,6,2299815,1,2,1,0,1,313396,1062574,349424,0,417173,1,0,0,1,0,0,412995
420064,7816,155877,41.4,2042,567,807,765,3328,1778,620,1656,910,5763,742,5919,1259,7708,0.76,98,695300,3.75360649,6804,2082.264089,0.443065507,75792930,1,0,0,1,0,0,6,5790105,1,1,1,1,1,1,768930,1259049,465065,2418940,437250,440871,3,2493044,1,1,0,0,0,768930,1259049,0,0,0,8,5478227,0,4,1,1,0,0,3262178,249086,907618,0,0,0,1,0,0,819819,0
417530,7723,61962,31,1490,1441,289,1063,2059,3025,1046,928,592,5914,3555,2395,2560,7620,0.59,76,1071096,1.04059913,9975,7421.686005,0.520134663,95048259,1,0,0,1,0,0,9,6781672,1,1,1,2,1,3,670550,1063335,296563,3421669,512117,817438,3,1480291,0,1,0,0,1,0,1063335,0,0,120393,12,8625075,1,8,1,0,0,180401,6863001,397661,0,0,2,0,1,1,0,309341,453034
414246,4055,78333,35.5,906,721,380,443,1519,1076,692,429,214,3286,288,3235,264,3977,-0.12,101,292000,0.80014168,3661,5067.852483,0.513440197,60529067,1,0,0,1,0,0,4,2761942,1,0,1,1,0,1,763986,0,308052,1593551,0,96353,1,1593551,0,0,1,0,0,0,0,1593551,0,0,10,4674826,1,3,1,1,2,192515,2197481,224047,566379,497512,1,0,1,0,0,341760,0
412044,10157,80887,55.3,3314,785,1905,1057,6475,1088,440,2086,1025,8292,1900,7727,793,10120,12.42,67,567996,28.39711932,12651,357.6771251,0.480949099,8775826,1,0,0,1,0,0,3,2834304,0,1,0,1,0,1,0,896286,0,1756657,0,181361,2,1077647,0,1,0,0,1,0,896286,0,0,181361,2,1604707,0,2,0,0,0,0,1604707,0,0,0,3,0,0,0,0,0,0
407702,3542,91765,51.4,860,774,429,573,1515,802,552,906,282,2992,55,3074,323,3521,0.27,76,317028,1.12254036,3678,3155.343118,0.551383399,19267728,1,0,0,1,0,0,1,237319,0,0,0,0,0,1,0,0,0,0,0,237319,0,0,0,0,0,0,0,0,0,0,0,0,9,6159896,1,5,0,0,1,195747,4191291,0,0,239675,0,0,1,1,0,350911,315346
407213,7396,125924,44.9,2260,421,465,1053,3986,2068,284,1770,770,6467,369,5807,2544,7358,-0.26,19,105042,3.78844395,7536,1952.252718,0.524607896,20452076,1,0,0,1,0,0,5,3673031,1,1,0,1,1,1,727013,883754,0,1342130,466822,253312,3,1864079,1,1,0,0,1,727013,883754,0,0,253312,8,5237917,1,4,1,0,0,368275,3406271,250430,0,0,1,0,1,1,0,150855,349056
404350,5983,77623,25.8,920,806,401,578,1742,3061,381,847,382,4067,812,3827,1915,5931,-0.23,114,928770,2.39433872,5588,2498.811029,0.538860104,95048259,1,0,0,1,0,0,5,4258537,0,1,1,1,1,1,0,923331,359002,2210689,412182,353333,2,1276664,0,1,0,0,1,0,923331,0,0,353333,8,7426039,0,6,0,1,0,0,5141218,0,1379308,0,1,0,0,0,0,0,0
403661,1379,71220,33.7,347,166,95,188,815,330,106,332,58,1220,61,852,466,1379,1.09,359,690234,2.66368356,2065,517.7041375,0.576504714,9751770,1,0,0,1,0,0,2,5515643,0,0,0,1,0,1,0,0,0,4961521,0,554122,1,554122,0,0,0,0,1,0,0,0,0,554122,1,1449657,0,1,0,0,0,0,1449657,0,0,0,0,0,0,0,0,0,0
398704,6124,58661,40.4,1155,1116,451,634,2360,1736,1059,1129,379,4274,1303,4272,1336,6072,-0.21,14,70530,1.0825948,7028,5656.779434,0.463749184,4384775,1,0,0,1,0,0,2,1084087,0,1,0,0,0,1,0,640588,0,0,0,443499,2,1084087,0,1,0,0,1,0,640588,0,0,443499,3,2955411,0,2,0,0,1,0,2357953,0,0,597458,1,0,0,0,0,0,0
394250,3404,39802,33.9,780,607,555,303,973,1469,363,487,185,2684,1172,1978,271,3323,1.72,325,1433190,5.05647958,3418,673.1956386,0.53760282,16551140,1,0,0,1,0,0,3,1419119,0,1,1,0,0,1,0,560892,438345,0,0,419882,2,858227,0,0,0,0,1,0,0,0,0,419882,5,2955797,1,2,0,0,1,171424,1864563,0,0,303471,0,0,0,0,0,0,0
393258,7336,54096,57.2,1568,2121,2006,418,2679,1553,1198,953,403,6314,1127,5755,736,7296,0.01,100,378532,2.52588234,8010,2904.33164,0.560796074,45673601,1,0,0,1,0,0,3,2614933,1,1,0,1,0,0,629976,809194,0,1175763,0,0,2,1805739,1,0,1,0,0,629976,0,1175763,0,0,3,1572111,0,1,0,0,2,0,904716,0,0,667395,1,0,0,0,0,0,0
388285,1582,85391,58.1,411,217,241,76,880,337,121,349,223,1427,78,1193,375,1582,-0.03,17,43170,0.93091375,1441,1699.405557,0.543615676,75792930,1,0,0,1,0,0,5,4191053,1,1,1,1,0,1,660835,1143258,328957,1660974,0,397029,2,1540287,0,1,0,0,1,0,1143258,0,0,397029,8,6362329,1,5,1,0,1,340853,5233462,321886,0,466128,0,0,1,1,0,367379,569734
384661,7537,65327,33.3,2053,647,637,894,3068,2065,578,416,318,5478,539,6351,179,7528,8.96,84,230975,50.87480365,8152,148.1479919,0.418866923,2506699,1,0,0,1,0,0,5,2905439,1,1,0,1,1,1,515039,505402,0,1502466,175047,207485,4,2390400,0,1,1,1,1,0,505402,1502466,175047,207485,3,1451461,1,1,0,0,1,76809,1015565,0,0,359087,1,0,0,1,0,0,240966
372532,6256,67057,57.8,2191,265,1337,597,3835,902,585,556,600,5499,314,5476,296,6256,0.07,24,39304,3.47160902,5003,1802.046245,0.545716113,19267728,1,0,0,1,0,0,4,3314783,1,1,0,1,0,1,430544,563694,0,2021759,0,298786,3,2884239,0,1,1,0,1,0,563694,2021759,0,298786,4,2332875,1,2,0,0,0,209677,1531878,0,0,0,1,0,0,0,0,0,0
361127,5142,71711,49,1462,702,680,969,2673,1046,539,661,131,4309,466,4310,988,5100,1.18,78,436968,3.3266967,7585,1545.677428,0.51050175,14048289,1,0,0,1,0,0,2,2445554,0,1,0,1,0,0,0,921780,0,1523774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1903778,0,2,0,0,0,0,1903778,0,0,0,2,0,0,0,0,0,0
358812,3393,75729,47.2,992,510,183,678,1570,908,351,495,584,2773,253,2850,2208,3310,1.84,117,263592,0.46471627,4181,7301.229199,0.539935161,140522662,1,0,0,1,0,0,3,4128176,0,1,0,1,0,1,0,1410816,0,2316358,0,401002,0,0,0,0,0,0,0,0,0,0,0,0,8,7643596,0,5,0,1,2,0,5084831,0,1208356,1350409,1,1,1,0,437395,481957,0
358548,4641,80208,32,1106,232,234,506,2277,879,243,847,635,3335,125,3887,3883,4549,-0.22,35,1000578,6.31526837,7103,734.885634,0.474251239,140522662,1,0,0,1,0,0,1,3228991,0,0,0,1,0,0,0,0,0,3228991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5837049,1,4,0,0,1,500785,3433224,0,0,741267,0,0,0,0,0,0,0
357749,4322,71250,45.5,1016,403,276,383,1832,931,567,833,268,3562,13,3405,4111,4305,-0.18,35,377568,0.45746805,4090,9447.654323,0.499768626,140522662,1,0,0,1,0,0,12,13908374,0,3,2,3,1,3,0,4067669,1135584,7072484,356795,1275842,2,2415302,0,0,1,0,1,0,0,1799254,0,616048,9,7233669,2,5,0,0,2,800051,4872401,0,0,1561217,1,1,2,0,596128,738457,0
350150,7360,61221,54.2,1738,1828,2106,271,2849,787,1764,1109,1026,5979,73,7217,594,7269,2.46,73,756794,12.65165648,8339,581.7420044,0.544972826,24277041,1,0,0,1,0,0,3,2662575,0,0,0,1,1,1,0,0,0,1925701,434068,302806,3,2662575,0,0,1,1,1,0,0,1925701,434068,302806,2,1883968,0,2,0,0,0,0,1883968,0,0,0,1,0,0,1,0,0,522058
345585,4719,49464,28.8,767,786,275,483,1129,2396,409,559,142,3387,2245,1664,939,4671,7.36,458,2101892,10.52083912,4966,448.5383672,0.490993855,83705113,1,0,0,1,0,0,8,7180598,1,1,0,2,0,4,412632,669750,0,4800092,0,1298124,1,462535,0,0,0,0,1,0,0,0,0,462535,8,5895506,0,5,0,1,0,0,3949427,0,1081987,0,3,0,1,2,0,392484,442047
344990,5151,81818,37.7,1296,494,227,764,2022,1409,627,924,468,3996,916,3462,1803,4948,-0.21,30,80310,1.08654011,5524,4740.73617,0.512327703,95048259,1,0,0,1,0,0,2,1685828,0,1,0,0,1,0,0,1284617,0,0,401211,0,2,1685828,0,1,0,1,0,0,1284617,0,401211,0,14,9215725,1,7,1,1,0,278111,5763818,357329,577661,0,1,0,1,0,0,358726,0
342542,6241,65223,42.8,1620,466,741,592,2640,1473,868,775,321,5183,56,5871,1447,6241,0.95,28,174667,1.83620856,5900,3398.851381,0.492549271,29010141,1,0,0,1,0,0,3,3329819,1,0,0,1,0,1,652323,0,0,2299087,0,378409,2,2677496,0,0,1,0,1,0,0,2299087,0,378409,5,3651486,1,4,0,0,0,244614,3406872,0,0,0,0,0,0,1,0,0,445372
339013,5705,60203,38.3,1302,1038,623,745,1927,1582,753,866,378,4419,374,4212,402,5525,-0.39,117,675698,1.11990757,5211,5094.170406,0.461349693,45673601,1,0,0,1,0,0,4,1983671,0,1,0,0,1,2,0,954680,0,0,464864,564127,2,1297950,0,1,0,0,1,0,954680,0,0,343270,12,7468179,1,7,0,0,3,164925,5998984,0,0,808450,1,0,1,1,0,201749,489856
337427,5394,113929,41.9,1296,724,363,592,2066,1597,664,1281,656,4350,387,4003,2760,5314,-0.45,67,517094,2.11093034,5526,2555.271435,0.541527623,140522662,1,0,0,1,0,0,2,1512161,0,1,0,0,0,1,0,1233414,0,0,0,278747,1,1233414,0,1,0,0,0,0,1233414,0,0,0,6,5114334,0,4,1,1,0,0,3409989,656538,1047807,0,0,0,1,1,0,335509,111883
335570,4038,49250,33.8,1132,622,465,448,1139,1444,436,436,172,3078,1584,1963,289,3870,0.04,115,345506,1.63992622,4679,2462.305896,0.609707776,60529067,1,0,0,1,0,0,5,3913300,1,1,1,1,0,1,541376,512266,244689,2270521,0,344448,2,756955,0,1,0,0,0,0,512266,0,0,0,3,1957188,0,2,0,0,1,0,1563376,0,0,393812,1,0,0,0,0,0,0
335513,6072,59038,44.9,1234,812,506,648,2277,1381,1059,746,311,4907,426,4413,3946,5931,0.18,130,400407,1.17094524,5979,5185.554194,0.500329381,83550687,1,0,0,1,0,0,4,3411565,1,1,0,1,0,1,812437,818423,0,1379911,0,400794,1,400794,0,0,0,0,1,0,0,0,0,400794,4,2724562,1,2,0,0,0,184795,1919253,0,0,0,0,0,0,0,0,0,0
